pais;codigo;anyo;investigacion_pib
Suecia;SWE;2021;3.40216
Suecia;SWE;2022;3.40822
Suiza;CHE;1996;2.37649
Suiza;CHE;2000;2.26386
Suiza;CHE;2004;2.60818
Suiza;CHE;2008;2.65296
Suiza;CHE;2012;2.87457
Suiza;CHE;2015;3.07832
Suiza;CHE;2017;3.07698
Suiza;CHE;2019;3.1968
Suiza;CHE;2021;3.30645
Trinidad y Tobago;TTO;1996;0.10325
Trinidad y Tobago;TTO;1997;0.11553
Trinidad y Tobago;TTO;1998;0.12715
Trinidad y Tobago;TTO;1999;0.12292
Trinidad y Tobago;TTO;2000;0.108
Trinidad y Tobago;TTO;2001;0.10417
Trinidad y Tobago;TTO;2002;0.13178
Trinidad y Tobago;TTO;2003;0.11501
Trinidad y Tobago;TTO;2004;0.11441
Trinidad y Tobago;TTO;2005;0.11431
Trinidad y Tobago;TTO;2006;0.07233
Trinidad y Tobago;TTO;2007;0.05922
Trinidad y Tobago;TTO;2008;0.03072
Trinidad y Tobago;TTO;2009;0.05665
Trinidad y Tobago;TTO;2010;0.04771
Trinidad y Tobago;TTO;2011;0.04024
Trinidad y Tobago;TTO;2012;0.04126
Trinidad y Tobago;TTO;2013;0.05382
Trinidad y Tobago;TTO;2014;0.07599
Trinidad y Tobago;TTO;2015;0.07996
Trinidad y Tobago;TTO;2016;0.08626
Trinidad y Tobago;TTO;2017;0.08519
Trinidad y Tobago;TTO;2018;0.08139
Trinidad y Tobago;TTO;2019;0.0596
Trinidad y Tobago;TTO;2020;0.06512
Trinidad y Tobago;TTO;2021;0.05374
Trinidad y Tobago;TTO;2022;0.0478
Turquía;TUR;1996;0.45159
Turquía;TUR;1997;0.49168
Turquía;TUR;1998;0.36198
Turquía;TUR;1999;0.45557
Turquía;TUR;2000;0.46558
Turquía;TUR;2001;0.52247
Turquía;TUR;2002;0.50904
Turquía;TUR;2003;0.46532
Turquía;TUR;2004;0.49713
Turquía;TUR;2005;0.56381
Turquía;TUR;2006;0.55292
Turquía;TUR;2007;0.68616
Turquía;TUR;2008;0.68741
Turquía;TUR;2009;0.80362
Turquía;TUR;2010;0.79369
Turquía;TUR;2011;0.79393
Turquía;TUR;2012;0.82595
Turquía;TUR;2013;0.81206
Turquía;TUR;2014;0.8564
Turquía;TUR;2015;0.96732
Turquía;TUR;2016;1.11979
Turquía;TUR;2017;1.17632
Turquía;TUR;2018;1.27093
Turquía;TUR;2019;1.3196
Turquía;TUR;2020;1.36748
Turquía;TUR;2021;1.40209
Turquía;TUR;2022;1.32343
Ucrania;UKR;1997;1.1923
Ucrania;UKR;1998;1.06993
Ucrania;UKR;1999;0.96968
Ucrania;UKR;2000;0.92904
Ucrania;UKR;2001;0.98944
Ucrania;UKR;2002;0.96269
Ucrania;UKR;2003;1.07166
Ucrania;UKR;2004;1.04392
Ucrania;UKR;2005;0.99518
Ucrania;UKR;2006;0.91403
Ucrania;UKR;2007;0.81869
Ucrania;UKR;2008;0.80991
Ucrania;UKR;2009;0.82596
Ucrania;UKR;2010;0.80279
Ucrania;UKR;2011;0.7109
Ucrania;UKR;2012;0.72363
Ucrania;UKR;2013;0.733
Ucrania;UKR;2014;0.65034
Ucrania;UKR;2015;0.61477
Ucrania;UKR;2016;0.48339
Ucrania;UKR;2017;0.44879
Ucrania;UKR;2018;0.47113
Ucrania;UKR;2019;0.43384
Ucrania;UKR;2020;0.40318
Ucrania;UKR;2021;0.38478
Ucrania;UKR;2022;0.32673
Ucrania;UKR;2023;0.32653
Reino Unido;GBR;1996;1.5754
Reino Unido;GBR;1997;1.53729
Reino Unido;GBR;1998;1.54777
Reino Unido;GBR;1999;1.62269
Reino Unido;GBR;2000;1.60963
Reino Unido;GBR;2001;1.59545
Reino Unido;GBR;2002;1.61383
Reino Unido;GBR;2003;1.58131
Reino Unido;GBR;2004;1.53089
Reino Unido;GBR;2005;1.55004
Reino Unido;GBR;2006;1.57626
Reino Unido;GBR;2007;1.6183
Reino Unido;GBR;2008;1.60901
Reino Unido;GBR;2009;1.66991
Reino Unido;GBR;2010;1.63886
Reino Unido;GBR;2011;1.64681
Reino Unido;GBR;2012;1.57587
Reino Unido;GBR;2013;1.62096
Reino Unido;GBR;2014;2.26488
Reino Unido;GBR;2015;2.27566
Reino Unido;GBR;2016;2.32052
Reino Unido;GBR;2017;2.32602
Reino Unido;GBR;2018;2.71124
Reino Unido;GBR;2019;2.6708
Reino Unido;GBR;2020;2.93883
Reino Unido;GBR;2021;2.89711
Estados Unidos;USA;1996;2.45013
Estados Unidos;USA;1997;2.47714
Estados Unidos;USA;1998;2.49621
Estados Unidos;USA;1999;2.54362
Estados Unidos;USA;2000;2.61983
Estados Unidos;USA;2001;2.63715
Estados Unidos;USA;2002;2.54745
Estados Unidos;USA;2003;2.55015
Estados Unidos;USA;2004;2.48686
Estados Unidos;USA;2005;2.50193
Estados Unidos;USA;2006;2.54545
Estados Unidos;USA;2007;2.61516
Estados Unidos;USA;2008;2.74481
Estados Unidos;USA;2009;2.79181
Estados Unidos;USA;2010;2.71444
Estados Unidos;USA;2011;2.73803
Estados Unidos;USA;2012;2.67273
Estados Unidos;USA;2013;2.69592
Estados Unidos;USA;2014;2.70881
Estados Unidos;USA;2015;2.77328
Estados Unidos;USA;2016;2.83676
Estados Unidos;USA;2017;2.88357
Estados Unidos;USA;2018;2.99045
Estados Unidos;USA;2019;3.14704
Estados Unidos;USA;2020;3.42467
Estados Unidos;USA;2021;3.48313
Estados Unidos;USA;2022;3.58623
Venezuela;VEN;2005;0.18907
Venezuela;VEN;2006;0.31742
Venezuela;VEN;2007;0.2011
Venezuela;VEN;2008;0.23803
Venezuela;VEN;2009;0.24014
Venezuela;VEN;2010;0.18823
Venezuela;VEN;2011;0.15296
Venezuela;VEN;2012;0.2501
Venezuela;VEN;2013;0.31853
Venezuela;VEN;2014;0.33713
Venezuela;VEN;2015;0.44
Venezuela;VEN;2016;0.69
